check_date,month,store_serial,store_name,checklist_number,check_category,report_score,module_id,module_cn,severity,deduction_value,label,matched_clause,check_items,issue_description,anomaly
2026-02-12,2026-02,US00008,JFK Terminal 1,CK-2026-2021,Store food safety audit,77,6,产品与有效期管理,M,-5,Food,6.1.2,(M) Temperature logs are completed and recorded at required intervals,Handwashing station missing soap dispenser refill,False
2026-02-24,2026-02,US00002,Herald Square,CK-2026-2022,Store food safety audit,84,7,设备设施维护,O,0,Lights,7.2.1,Lighting fixtures in food preparation areas is protected and functional,Personal items found in food preparation area,False
2026-02-24,2026-02,US00002,Herald Square,CK-2026-2022,Store food safety audit,84,8,化学品管理,L,-1,Chemical Mark/Storage,8.2.1,(G) MSDS sheets are available for all chemicals used on premises,Grease trap cleaning overdue per maintenance schedule,False
2026-02-24,2026-02,US00002,Herald Square,CK-2026-2022,Store food safety audit,84,2,员工健康与个人卫生,M,-5,Personal certificate,2.1.2,(M) Employee health screening records is up to date,Grease trap cleaning overdue per maintenance schedule,False
2026-02-24,2026-02,US00002,Herald Square,CK-2026-2022,Store food safety audit,84,6,产品与有效期管理,L,-1,Operating Specifications,6.1.1,Temperature monitoring devices are installed in a,Water filter replacement is overdue by two weeks,False
2026-02-24,2026-02,US00002,Herald Square,CK-2026-2022,Store food safety audit,84,5,清洁卫生,L,-1,Food Processing Area,5.3.1,(G) Food processing area is maintained in clean and sanitary condition,Cutting board has deep grooves and needs replacement,False
2026-02-24,2026-02,US00002,Herald Square,CK-2026-2022,Store food safety audit,84,5,清洁卫生,M,-5,Procedures for Cleaning and Disinfection,5.1.2,(M) (G) Cleaning schedule is posted and signed off daily,Mold observed on ceiling tiles near ventilation duct,False
2026-02-24,2026-02,US00002,Herald Square,CK-2026-2022,Store food safety audit,84,7,设备设施维护,M,-5,Equipment Inspection and Maintenance,7.2.2,(G) Refrigeration equipment is functioning within proper temperature ranges,Water filter replacement is overdue by two weeks,False
2026-02-24,2026-02,US00002,Herald Square,CK-2026-2022,Store food safety audit,84,8,化学品管理,L,-1,Chemical Mark/Storage,8.2.1,MSDS sheets are available for all chemicals used on premises is verified,Gloves not worn during food preparation observed,False
2026-02-24,2026-02,US00002,Herald Square,CK-2026-2022,Store food safety audit,84,8,化学品管理,L,-1,Chemical Mark/Storage,8.2.1,MSDS sheets are available for all chemicals used on premises is verified,Food storage containers not labeled with preparation date,False
2026-02-24,2026-02,US00002,Herald Square,CK-2026-2022,Store food safety audit,84,6,产品与有效期管理,G,-2,Expiration Date,6.3.1,Expiration dates are checked daily and expired items are removed,Trash can lid broken and does not close properly,False
2026-02-24,2026-02,US00002,Herald Square,CK-2026-2022,Store food safety audit,84,10,饮用水与管道系统,G,-2,Potable Water Supply is Adequate,10.2.2,"(G) Grease traps, residue traps and sewer lines are cleaned regularly is verified",Water filter replacement is overdue by two weeks,False
2026-02-24,2026-02,US00002,Herald Square,CK-2026-2022,Store food safety audit,84,12,门店稽核管理,L,-1,Requirements,12.1.1,Store audit management procedures and ch,Freezer temperature reading above -18C acceptable range,False
2026-02-24,2026-02,US00002,Herald Square,CK-2026-2022,Store food safety audit,84,2,员工健康与个人卫生,G,-2,Handwashing Standards,2.2.2,(L) Handwashing station is fully stocked with soap and paper towels,Freezer temperature reading above -18C acceptable range,False
2026-03-05,2026-03,US00001,Times Square,CK-2026-2026,Store food safety self-check,89,9,虫害防控,L,-1,No Sign of Insect Pests,9.2.2,All entry points are sealed to prevent ,Cutting board has deep grooves and needs replacement,False
2026-03-05,2026-03,US00001,Times Square,CK-2026-2026,Store food safety self-check,89,2,员工健康与个人卫生,G,-2,Personal certificate,2.3.3,Blue bandages are available and used fo,Employee health certificate expired last month,False
2026-03-05,2026-03,US00001,Times Square,CK-2026-2026,Store food safety self-check,89,10,饮用水与管道系统,L,-1,Potable Water Supply is Adequate,10.3.1,Proper air gaps are maintained in plumbing connections,Food items stored directly on floor in dry storage room,False
2026-03-05,2026-03,US00001,Times Square,CK-2026-2026,Store food safety self-check,89,2,员工健康与个人卫生,G,-2,Handwashing Standards,2.2.2,Handwashing station is fully stocked with soap and paper towels,Light fixture cover cracked in food prep area,False
2026-03-05,2026-03,US00001,Times Square,CK-2026-2026,Store food safety self-check,89,6,产品与有效期管理,O,0,Food,6.3.2,(L) Food preparation follows standard operating specifications,"Ice machine leaking water, needs repair by maintenance team",False
2026-03-05,2026-03,US00001,Times Square,CK-2026-2026,Store food safety self-check,89,5,清洁卫生,L,-1,Customer Area,5.1.1,(L) Cleaning and disinfection procedures are followed according to schedule,Food items stored directly on floor in dry storage room,False
2026-03-05,2026-03,US00001,Times Square,CK-2026-2026,Store food safety self-check,89,8,化学品管理,L,-1,Chemical Mark/Storage,8.1.2,Chemical storage area is separate from food preparation and storage areas is verified,No air gap found in plumbing connection under three-compartment sink,False
2026-03-05,2026-03,US00001,Times Square,CK-2026-2026,Store food safety self-check,89,2,员工健康与个人卫生,G,-2,Personal certificate,2.3.1,Employees wear clean uniforms and proper hair restraints is verified,No air gap found in plumbing connection under three-compartment sink,False
2026-03-05,2026-03,US00001,Times Square,CK-2026-2026,Store food safety self-check,89,4,交叉污染防控,G,-2,Material Storage Location Specification,4.2.2,(G) (G) Utensils are properly stored and maintained to prevent contamination,Water filter replacement is overdue by two weeks,False
2026-03-05,2026-03,US00001,Times Square,CK-2026-2026,Store food safety self-check,89,8,化学品管理,L,-1,Chemical Mark/Storage,8.1.1,(L) All chemicals are properly labeled and sto,Freezer temperature reading above -18C acceptable range,False
2026-03-05,2026-03,US00001,Times Square,CK-2026-2026,Store food safety self-check,89,10,饮用水与管道系统,G,-2,Water Filtration Device,10.1.1,(G) Water filtration device is installed and filt,Cutting board has deep grooves and needs replacement,False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,6,产品与有效期管理,L,-1,Product Storage Conditions,6.3.1,Expiration dates are checked daily and exp,No air gap found in plumbing connection under three-compartment sink,False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,6,产品与有效期管理,G,-2,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,6.1.1,(G) Temperature monitoring devices is installed in all refrigerators and freezers,No air gap found in plumbing connection under three-compartment sink,False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,6,产品与有效期管理,L,-1,Unqualified Goods,6.1.1,Temperature monitoring devices are installed in all refrigerators and freezers,Temperature log not completed for main refrigerator today,False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,7,设备设施维护,O,0,Facility Inspection and Maintenance,7.1.1,Equipment is inspected regularly and maintenance records is kept,Gloves not worn during food preparation observed,False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,4,交叉污染防控,G,-2,Material Storage Location Specification,4.1.2,(G) Cutting boards and utensils is designated for specific food types,Operating license not displayed in customer visible area,False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,9,虫害防控,O,0,No Sign of Insect Pests,9.2.1,No signs of insect or rodent activity obse,Light fixture cover cracked in food prep area,False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,1,证照文件记录,G,-2,License Documents,1.2.1,(L) All required government permits are posted in customer-visible area,Cutting board has deep grooves and needs replacement,False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,5,清洁卫生,L,-1,"Operation Stand, Shelf, Cabinet and Water Sink",5.4.1,(L) Customer area tables and seating are clean and well-maintained,Mold observed on ceiling tiles near ventilation duct,False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,9,虫害防控,L,-1,No pests enter,9.1.1,(L) Pest control service contract is current with licensed provider is verified,Food items stored directly on floor in dry storage room,False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,5,清洁卫生,L,-1,Trash Cans,5.3.2,"Floors, walls and ceilings in food areas are clean and in good repair is verified",Food item past expiration date found in cold storage area,False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,4,交叉污染防控,L,-1,Avoidance of Falling Foreign Objects,4.3.1,Measures is in place to avoid falling foreign objects into food,Employee health certificate expired last month,False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,4,交叉污染防控,G,-2,Avoidance of Falling Foreign Objects,4.1.1,(G) Raw and cooked food items are stored separately to prevent cross contamination,"Floor not clean under the sink area, standing water observed",False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,1,证照文件记录,L,-1,Government inspection,1.2.1,(L) (L) All required government permits are posted in customer-visible area,Handwashing station missing soap dispenser refill,False
2026-03-05,2026-03,US00006,28th & 6th,CK-2026-2031,Store food safety self-check,84,2,员工健康与个人卫生,L,-1,Handwashing Standards,2.1.2,(L) Employee health screening records are up to date,Temperature log not completed for main refrigerator today,False
2026-03-08,2026-03,US00005,Midtown East,CK-2026-2030,Store food safety self-check,90,2,员工健康与个人卫生,S,-5,Personal certificate,2.3.3,Blue bandages are available and used for any cuts or wounds,Trash can lid broken and does not close properly,False
2026-03-08,2026-03,US00005,Midtown East,CK-2026-2030,Store food safety self-check,90,4,交叉污染防控,L,-1,Avoidance of Falling Foreign Objects,4.2.2,Utensils is properly stored and maintained to prevent contamination,"Ice machine leaking water, needs repair by maintenance team",False
2026-03-08,2026-03,US00005,Midtown East,CK-2026-2030,Store food safety self-check,90,12,门店稽核管理,G,-2,Requirements,12.1.1,(G) Store audit management procedures and checklists are followed,Grease trap cleaning overdue per maintenance schedule,False
2026-03-08,2026-03,US00005,Midtown East,CK-2026-2030,Store food safety self-check,90,8,化学品管理,G,-2,Chemical Mark/Storage,8.2.1,MSDS sheets is available for all chemicals used on premises,Personal items found in food preparation area,False
2026-03-08,2026-03,US00005,Midtown East,CK-2026-2030,Store food safety self-check,90,9,虫害防控,L,-1,No Sign of Insect Pests,9.1.2,Pest control facilities including traps are properly maintained is verified,No air gap found in plumbing connection under three-compartment sink,False
2026-03-08,2026-03,US00005,Midtown East,CK-2026-2030,Store food safety self-check,90,5,清洁卫生,L,-1,Procedures for Cleaning and Disinfection,5.1.1,(L) Cleaning and disinfection procedures are followed according to schedule,Light fixture cover cracked in food prep area,False
2026-03-08,2026-03,US00005,Midtown East,CK-2026-2030,Store food safety self-check,90,5,清洁卫生,G,-2,Equipment and Food Processing Utensils,5.1.1,Cleaning and disinfection procedures are followed according to schedule,Raw chicken stored above ready-to-eat items in refrigerator,False
2026-03-08,2026-03,US00005,Midtown East,CK-2026-2030,Store food safety self-check,90,5,清洁卫生,L,-1,"Operation Stand, Shelf, Cabinet and Water Sink",5.1.2,(L) Cleaning schedule is posted and si,Operating license not displayed in customer visible area,False
2026-03-08,2026-03,US00005,Midtown East,CK-2026-2030,Store food safety self-check,90,9,虫害防控,L,-1,No Sign of Insect Pests,9.2.1,No signs of insect or rodent activity observed during inspection,Gloves not worn during food preparation observed,False
2026-03-08,2026-03,US00005,Midtown East,CK-2026-2030,Store food safety self-check,90,9,虫害防控,O,0,No pests enter,9.1.2,Pest control facilities including traps is properly maintained,Cutting board has deep grooves and needs replacement,False
2026-03-08,2026-03,US00005,Midtown East,CK-2026-2030,Store food safety self-check,90,4,交叉污染防控,G,-2,Cross Contamination,4.2.2,Utensils are properly stored and maintained ,Grease trap cleaning overdue per maintenance schedule,False
2026-03-08,2026-03,US00005,Midtown East,CK-2026-2030,Store food safety self-check,90,10,饮用水与管道系统,L,-1,Water Filtration Device,10.1.2,(L) Potable water supply is adequate for all operational needs,Mold observed on ceiling tiles near ventilation duct,False
2026-03-08,2026-03,US00005,Midtown East,CK-2026-2030,Store food safety self-check,90,11,工作场所安全,L,-1,Workplace Safety,11.1.2,First aid kit is stocked and accessible is verified,No air gap found in plumbing connection under three-compartment sink,False
2026-03-11,2026-03,US00002,Herald Square,CK-2026-2027,Store food safety self-check,96,8,化学品管理,O,0,Chemical Mark/Storage,8.1.1,(L) All chemicals are properly labeled and stored in designated area,Cutting board has deep grooves and needs replacement,False
2026-03-11,2026-03,US00002,Herald Square,CK-2026-2027,Store food safety self-check,96,4,交叉污染防控,O,0,Avoidance of Falling Foreign Objects,4.3.1,Measures are in place to avoid falling foreign objects into food is verified,Water filter replacement is overdue by two weeks,False
2026-03-11,2026-03,US00002,Herald Square,CK-2026-2027,Store food safety self-check,96,6,产品与有效期管理,G,-2,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,6.1.2,Temperature logs is completed and recorded at required intervals,Grease trap cleaning overdue per maintenance schedule,False
2026-03-11,2026-03,US00002,Herald Square,CK-2026-2027,Store food safety self-check,96,3,供应商管理,G,-2,Approved Goods,3.1.2,Supplier certifications and quality do,Operating license not displayed in customer visible area,False
2026-03-11,2026-03,US00002,Herald Square,CK-2026-2027,Store food safety self-check,96,5,清洁卫生,L,-1,Equipment and Food Processing Utensils,5.3.2,"(G) Floors, walls and ceilings in food areas are clean and in good repair",Grease trap cleaning overdue per maintenance schedule,False
2026-03-11,2026-03,US00002,Herald Square,CK-2026-2027,Store food safety self-check,96,2,员工健康与个人卫生,G,-2,Personal certificate,2.2.1,(G) (L) Staff demonstrate proper handwashing technique and frequency,Gloves not worn during food preparation observed,False
2026-03-11,2026-03,US00002,Herald Square,CK-2026-2027,Store food safety self-check,96,12,门店稽核管理,O,0,Requirements,12.1.2,Previous audit findings have been addressed and documented is verified,Trash can lid broken and does not close properly,False
2026-03-11,2026-03,US00002,Herald Square,CK-2026-2027,Store food safety self-check,96,7,设备设施维护,G,-2,Lights,7.1.2,(G) Facility structures are inspected and maintained in good condition,No air gap found in plumbing connection under three-compartment sink,False
2026-03-11,2026-03,US00002,Herald Square,CK-2026-2027,Store food safety self-check,96,6,产品与有效期管理,L,-1,Food,6.1.2,(G) Temperature logs are completed and recorded at required intervals,No air gap found in plumbing connection under three-compartment sink,False
2026-03-11,2026-03,US00002,Herald Square,CK-2026-2027,Store food safety self-check,96,6,产品与有效期管理,L,-1,Product Storage Conditions,6.1.2,(L) Temperature logs are completed and recorded at required intervals is verified,Light fixture cover cracked in food prep area,False
2026-03-11,2026-03,US00002,Herald Square,CK-2026-2027,Store food safety self-check,96,7,设备设施维护,L,-1,Lights,7.2.2,Refrigeration equipment is functioning within proper temperature ranges,Food storage containers not labeled with preparation date,False
2026-03-11,2026-03,US00002,Herald Square,CK-2026-2027,Store food safety self-check,96,2,员工健康与个人卫生,L,-1,Personal certificate,2.2.2,Handwashing station is fully stocked with soap and paper towels,Gloves not worn during food preparation observed,False
2026-03-14,2026-03,US00010,Union Square,CK-2026-2034,Store food safety self-check,84,10,饮用水与管道系统,G,-2,Grease traps&Residue traps&Sewer lines,10.1.2,(G) Potable water supply is adequate for all operational needs,Pest trap behind counter not checked in 30+ days,False
2026-03-14,2026-03,US00010,Union Square,CK-2026-2034,Store food safety self-check,84,5,清洁卫生,L,-1,Equipment and Food Processing Utensils,5.1.2,(L) Cleaning schedule is posted and signed off daily,Cutting board has deep grooves and needs replacement,False
2026-03-14,2026-03,US00010,Union Square,CK-2026-2034,Store food safety self-check,84,9,虫害防控,O,0,Insect Pest Control Facilities & Suppliers,9.1.2,(G) Pest control facilities including traps are properly maintained,Cutting board has deep grooves and needs replacement,False
2026-03-14,2026-03,US00010,Union Square,CK-2026-2034,Store food safety self-check,84,10,饮用水与管道系统,G,-2,Potable Water Supply is Adequate,10.1.2,(G) (L) Potable water supply is adequate for all operational needs,Food items stored directly on floor in dry storage room,False
2026-03-14,2026-03,US00010,Union Square,CK-2026-2034,Store food safety self-check,84,6,产品与有效期管理,O,0,Product Storage Conditions,6.2.2,Food items are stored using FIFO method w,No air gap found in plumbing connection under three-compartment sink,False
2026-03-14,2026-03,US00010,Union Square,CK-2026-2034,Store food safety self-check,84,1,证照文件记录,G,-2,Licenses and certificates,1.2.1,All required government permits is posted in customer-visible area,Cutting board has deep grooves and needs replacement,False
2026-03-14,2026-03,US00010,Union Square,CK-2026-2034,Store food safety self-check,84,3,供应商管理,G,-2,Approved Goods,3.2.1,Incoming goods is inspected and documented upon delivery,Operating license not displayed in customer visible area,False
2026-03-14,2026-03,US00010,Union Square,CK-2026-2034,Store food safety self-check,84,1,证照文件记录,L,-1,Government inspection,1.2.2,License renewal dates is tracked and updated before expiration,Food item past expiration date found in cold storage area,False
2026-03-14,2026-03,US00010,Union Square,CK-2026-2034,Store food safety self-check,84,1,证照文件记录,L,-1,Government inspection,1.1.1,Store has valid food service license pr,Raw chicken stored above ready-to-eat items in refrigerator,False
2026-03-16,2026-03,US00009,Columbus Circle,CK-2026-2033,Store food safety self-check,92,5,清洁卫生,G,-2,Equipment and Food Processing Utensils,5.3.1,(G) Food processing area is maintained in clean and sanitary condition,Operating license not displayed in customer visible area,False
2026-03-16,2026-03,US00009,Columbus Circle,CK-2026-2033,Store food safety self-check,92,2,员工健康与个人卫生,O,0,Handwashing Standards,2.1.1,All food handlers have valid health certificates on file,Raw chicken stored above ready-to-eat items in refrigerator,False
2026-03-16,2026-03,US00009,Columbus Circle,CK-2026-2033,Store food safety self-check,92,5,清洁卫生,L,-1,Customer Area,5.3.1,(L) Food processing area is maintained in clean,Personal items found in food preparation area,False
2026-03-16,2026-03,US00009,Columbus Circle,CK-2026-2033,Store food safety self-check,92,10,饮用水与管道系统,G,-2,Grease traps&Residue traps&Sewer lines,10.1.1,(L) Water filtration device is installed and filter is changed on schedule,Food item past expiration date found in cold storage area,False
2026-03-16,2026-03,US00009,Columbus Circle,CK-2026-2033,Store food safety self-check,92,3,供应商管理,G,-2,Approved Goods,3.1.2,Supplier certifications and quality documents is on file,Freezer temperature reading above -18C acceptable range,False
2026-03-16,2026-03,US00009,Columbus Circle,CK-2026-2033,Store food safety self-check,92,9,虫害防控,O,0,No Sign of Insect Pests,9.2.2,(L) All entry points are sealed to prevent pests from entering,Water filter replacement is overdue by two weeks,False
2026-03-16,2026-03,US00009,Columbus Circle,CK-2026-2033,Store food safety self-check,92,5,清洁卫生,L,-1,Food Processing Area,5.3.1,(L) Food processing area is maintained in clean,No air gap found in plumbing connection under three-compartment sink,False
2026-03-16,2026-03,US00009,Columbus Circle,CK-2026-2033,Store food safety self-check,92,12,门店稽核管理,G,-2,Requirements,12.2.1,(L) Corrective action records are maintained for all identified issues,Trash can lid broken and does not close properly,False
2026-03-17,2026-03,US00008,JFK Terminal 1,CK-2026-2032,Store food safety self-check,87,2,员工健康与个人卫生,G,-2,Handwashing Standards,2.2.2,(G) Handwashing station is fully stocked with soap and paper towels,Mold observed on ceiling tiles near ventilation duct,False
2026-03-17,2026-03,US00008,JFK Terminal 1,CK-2026-2032,Store food safety self-check,87,11,工作场所安全,L,-1,Workplace Safety,11.1.2,First aid kit is stocked and accessible is verified,No air gap found in plumbing connection under three-compartment sink,False
2026-03-17,2026-03,US00008,JFK Terminal 1,CK-2026-2032,Store food safety self-check,87,3,供应商管理,G,-2,Approved Goods,3.2.1,(G) Incoming goods are inspected and documented upon delivery,Food storage containers not labeled with preparation date,False
2026-03-17,2026-03,US00008,JFK Terminal 1,CK-2026-2032,Store food safety self-check,87,7,设备设施维护,O,0,Facility Inspection and Maintenance,7.1.1,Equipment is inspected regularly and maintenance records are kept,No air gap found in plumbing connection under three-compartment sink,False
2026-03-17,2026-03,US00008,JFK Terminal 1,CK-2026-2032,Store food safety self-check,87,5,清洁卫生,L,-1,Customer Area,5.1.1,(L) Cleaning and disinfection procedures are followed according to schedule,Food items stored directly on floor in dry storage room,False
2026-03-17,2026-03,US00008,JFK Terminal 1,CK-2026-2032,Store food safety self-check,87,6,产品与有效期管理,L,-1,Product Storage Conditions,6.2.1,Product storage conditions meet specification requirements is verified,Temperature log not completed for main refrigerator today,False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,4,交叉污染防控,L,-1,Material Storage Location Specification,4.2.2,(L) Utensils are properly stored and maintained to prevent contamination,Freezer temperature reading above -18C acceptable range,False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,9,虫害防控,G,-2,No pests enter,9.1.2,Pest control facilities including traps are properly maintained,Trash can lid broken and does not close properly,False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,7,设备设施维护,G,-2,Facility Inspection and Maintenance,7.1.1,Equipment is inspected regularly and maintenance records are kept is verified,Temperature log not completed for main refrigerator today,False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,1,证照文件记录,L,-1,Licenses and certificates,1.2.1,All required government permits is posted in customer-visible area,"Ice machine leaking water, needs repair by maintenance team",False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,7,设备设施维护,L,-1,Lights,7.2.2,(L) Refrigeration equipment is functioning within proper temperature ranges is verified,Freezer temperature reading above -18C acceptable range,False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,10,饮用水与管道系统,L,-1,Water Filtration Device,10.1.2,Potable water supply is adequate for al,Water filter replacement is overdue by two weeks,False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,6,产品与有效期管理,L,-1,Unqualified Goods,6.2.1,Product storage conditions meet specification requirements,Personal items found in food preparation area,False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,4,交叉污染防控,L,-1,Material Storage Location Specification,4.3.1,Measures are in place to avoid falling for,Personal items found in food preparation area,False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,6,产品与有效期管理,L,-1,Product Storage Conditions,6.2.1,(L) Product storage conditions meet specifi,Mold observed on ceiling tiles near ventilation duct,False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,4,交叉污染防控,O,0,Material Storage Location Specification,4.1.1,Raw and cooked food items are stored separately t,Pest trap behind counter not checked in 30+ days,False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,1,证照文件记录,L,-1,License Documents,1.1.2,(G) Business registration certificate is current and accessible,Food storage containers not labeled with preparation date,False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,6,产品与有效期管理,O,0,Unqualified Goods,6.3.1,Expiration dates are checked daily and exp,,False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,2,员工健康与个人卫生,L,-1,Handwashing Standards,2.2.2,Handwashing station is fully stocked with soap and paper towels is verified,Trash can lid broken and does not close properly,False
2026-03-21,2026-03,US00003,Bryant Park,CK-2026-2028,Store food safety self-check,89,2,员工健康与个人卫生,L,-1,Disposable Gloves and Blue Bandages,2.3.3,Blue bandages are available and used fo,Mold observed on ceiling tiles near ventilation duct,False
2026-03-22,2026-03,US00004,Wall Street,CK-2026-2029,Store food safety self-check,87,7,设备设施维护,O,0,Facility Inspection and Maintenance,7.1.1,Equipment is inspected regularly and maintenance records are kept is verified,Water filter replacement is overdue by two weeks,False
2026-03-22,2026-03,US00004,Wall Street,CK-2026-2029,Store food safety self-check,87,9,虫害防控,L,-1,No Sign of Insect Pests,9.2.2,All entry points is sealed to prevent pests from entering,Food items stored directly on floor in dry storage room,False
2026-03-22,2026-03,US00004,Wall Street,CK-2026-2029,Store food safety self-check,87,10,饮用水与管道系统,G,-2,Water Filtration Device,10.3.1,(G) Proper air gaps are maintained in plumbing connections,Gloves not worn during food preparation observed,False
2026-03-22,2026-03,US00004,Wall Street,CK-2026-2029,Store food safety self-check,87,11,工作场所安全,L,-1,Workplace Safety,11.1.2,First aid kit is stocked and accessible is verified,Handwashing station missing soap dispenser refill,False
2026-03-22,2026-03,US00004,Wall Street,CK-2026-2029,Store food safety self-check,87,5,清洁卫生,G,-2,Food Processing Area,5.2.1,(G) Equipment and food processing utensils is cleaned after each use,Food items stored directly on floor in dry storage room,False
2026-03-22,2026-03,US00004,Wall Street,CK-2026-2029,Store food safety self-check,87,4,交叉污染防控,G,-2,Cross Contamination,4.2.1,(G) Materials are stored in designated locations according to specification is verified,Mold observed on ceiling tiles near ventilation duct,False
2026-03-22,2026-03,US00004,Wall Street,CK-2026-2029,Store food safety self-check,87,6,产品与有效期管理,G,-2,Product Storage Conditions,6.3.2,Food preparation follows standard operating specifications,Light fixture cover cracked in food prep area,False
2026-03-22,2026-03,US00004,Wall Street,CK-2026-2029,Store food safety self-check,87,2,员工健康与个人卫生,O,0,Personal Hygiene,2.1.2,Employee health screening records are up to date,Food storage containers not labeled with preparation date,False
2026-03-22,2026-03,US00004,Wall Street,CK-2026-2029,Store food safety self-check,87,8,化学品管理,L,-1,Chemical Mark/Storage,8.2.1,(L) MSDS sheets are available for all chemicals used on premises,Cutting board has deep grooves and needs replacement,False
2026-03-22,2026-03,US00004,Wall Street,CK-2026-2029,Store food safety self-check,87,1,证照文件记录,L,-1,Licenses and certificates,1.2.2,License renewal dates is tracked and updated before expiration,Chemical storage bottles not properly labeled with contents,False
